serialanon,gorehs,hhcomp1,hhsizex,ndepchild,agehrp4x,agehrp6x,emphrpx,ethhrp2x,sexhrp,nbedsx,accomhh1,lenresb,ftbuyer,tenure4,mortwkx,rentwkx,amthbenx,housbenx,HYEARGRx,hhvulx
18190006767,7,1,4,2,2,3,1,2,1,3,2,5,1,1,108.45,-9.00,-9.00,-9,17160.00,2
18190006771,7,1,4,2,3,4,1,1,1,3,2,5,2,1,129.23,-9.00,-9.00,-9,49475.00,2
18190006772,9,3,2,0,4,6,3,1,2,3,2,8,3,2,-9.00,120.00,120.00,1,21476.00,1
18190006775,9,6,1,0,4,6,3,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,24712.50,2
18190006780,10,1,2,0,3,5,3,1,1,5,1,7,2,1,0.00,-9.00,-9.00,-9,35881.05,2
18190006781,2,1,2,0,3,4,1,1,2,3,3,1,3,2,-9.00,90.00,0.00,2,79000.00,2
18190006784,10,5,2,0,3,4,2,1,2,4,2,6,2,1,0.00,-9.00,-9.00,-9,33957.50,2
18190006786,8,6,1,0,4,6,3,2,1,1,4,8,3,2,-9.00,133.12,93.00,1,23168.00,1
18190006788,9,1,3,0,3,5,2,1,2,3,2,1,3,3,-9.00,0.00,0.00,2,36087.42,2
18190006791,10,1,4,2,2,3,1,1,2,3,3,5,1,1,191.54,-9.00,-9.00,-9,85537.50,2
18190006793,6,1,4,0,2,3,2,2,1,4,1,5,1,1,80.77,-9.00,-9.00,-9,66300.00,2
18190006794,5,7,1,0,4,6,3,1,2,1,4,6,3,2,-9.00,77.00,0.00,2,8476.00,1
18190006796,8,1,3,1,2,2,1,1,1,2,3,5,3,3,-9.00,219.23,0.00,2,34259.82,2
18190006798,10,3,2,1,3,4,2,1,2,1,4,5,3,3,-9.00,123.69,115.38,1,9454.12,1
18190006800,8,7,1,0,3,4,2,2,2,1,4,5,3,2,-9.00,93.00,44.00,1,6760.00,1
18190006802,2,1,4,2,2,2,1,1,1,3,3,4,3,2,-9.00,94.00,0.00,2,34028.80,2
18190006803,5,3,2,1,3,4,2,2,2,3,3,4,3,2,-9.00,91.21,0.00,2,16156.40,1
18190006804,5,1,3,0,3,4,1,1,1,4,2,8,1,1,150.00,-9.00,-9.00,-9,49140.00,2
18190006805,8,4,5,0,1,2,1,1,1,5,3,4,1,1,923.08,-9.00,-9.00,-9,100000.00,2
18190006807,4,1,2,0,1,2,1,1,1,3,2,3,1,1,0.00,-9.00,-9.00,-9,47320.00,2
18190006808,7,7,1,0,4,6,3,1,2,3,3,8,1,1,0.00,-9.00,-9.00,-9,24902.00,2
18190006809,4,1,6,2,3,4,1,1,1,4,3,5,3,3,-9.00,138.46,0.00,2,40957.80,2
18190006810,8,1,4,2,3,5,2,1,1,4,3,4,2,1,39.92,-9.00,-9.00,-9,96788.66,2
18190006812,4,3,3,2,1,2,6,1,2,2,4,4,3,2,-9.00,75.00,75.00,1,11798.80,1
18190006813,10,1,2,0,3,4,1,1,1,2,3,7,3,2,-9.00,90.00,0.00,2,36140.00,2
18190006816,9,1,2,0,2,3,1,1,2,4,1,1,2,1,19.23,-9.00,-9.00,-9,40136.00,2
18190006818,4,7,1,0,4,6,3,1,2,1,4,3,2,1,0.00,-9.00,-9.00,-9,11432.00,2
18190006822,10,7,1,0,3,5,1,1,2,2,4,2,3,2,-9.00,116.31,0.00,2,23588.00,1
18190006827,2,1,3,1,3,4,3,1,1,4,1,6,2,1,109.62,-9.00,-9.00,-9,100000.00,2
18190006828,2,7,1,0,4,6,3,1,2,2,3,8,2,1,0.00,-9.00,-9.00,-9,8476.00,1
18190006832,6,1,2,0,4,6,3,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,23234.75,2
18190006833,9,1,4,2,2,3,2,1,2,2,3,5,3,2,-9.00,88.31,0.00,2,22588.80,2
18190006834,6,1,2,0,4,6,3,1,1,3,2,8,2,1,0.00,-9.00,-9.00,-9,33378.00,2
18190006835,8,1,2,0,2,2,1,1,2,1,3,4,3,3,-9.00,346.15,0.00,2,97243.75,2
18190006836,6,3,2,1,3,4,6,2,2,2,3,6,3,2,-9.00,76.00,76.00,1,13783.15,1
18190006837,10,1,2,0,3,4,1,2,2,3,5,7,3,2,-9.00,89.00,0.00,2,28921.33,2
18190006840,9,1,4,2,2,2,1,1,1,3,2,1,1,1,94.62,41.54,0.00,2,43428.80,2
18190006841,2,3,2,0,3,4,2,1,2,3,2,6,3,2,-9.00,95.19,0.00,2,27040.00,2
18190006843,9,1,4,0,3,5,1,1,1,3,1,6,2,1,0.00,-9.00,-9.00,-9,91087.50,2
18190006844,7,1,4,2,2,3,1,1,1,2,3,6,1,1,207.69,-9.00,-9.00,-9,37930.57,2
18190006845,6,7,1,0,3,5,1,1,2,3,1,2,3,3,-9.00,186.61,0.00,2,100000.00,2
18190006846,2,1,2,0,4,6,3,1,1,3,2,8,2,1,0.00,-9.00,-9.00,-9,23061.23,2
18190006848,4,7,1,0,2,3,2,1,2,3,3,6,1,1,49.62,-9.00,-9.00,-9,10920.00,2
18190006850,8,1,2,0,4,6,3,2,1,2,3,7,3,2,-9.00,105.00,105.00,1,12938.00,1
18190006852,8,6,1,0,3,4,6,1,1,2,4,6,3,2,-9.00,132.00,122.00,1,3801.00,1
18190006854,2,6,1,0,1,1,6,1,1,1,4,1,3,2,-9.00,73.85,73.85,1,4755.00,1
18190006855,4,1,2,0,4,6,2,1,1,3,2,7,2,1,0.00,-9.00,-9.00,-9,42553.50,2
18190006856,7,6,1,0,2,3,1,1,1,2,4,2,3,3,-9.00,275.77,0.00,2,100000.00,2
18190006857,7,1,5,3,2,2,1,1,2,4,3,5,3,2,-9.00,118.15,0.00,2,35521.20,2
18190006863,1,3,3,0,4,6,3,1,2,3,3,7,3,2,-9.00,79.38,33.23,1,15272.00,1
18190006865,10,7,1,0,4,6,3,1,2,2,1,7,3,2,-9.00,105.46,57.00,1,13156.00,1
18190006866,5,7,1,0,4,6,3,1,2,3,2,8,2,1,0.00,-9.00,-9.00,-9,22959.00,2
18190006875,6,1,5,3,2,2,1,1,1,3,1,2,1,1,133.15,-9.00,-9.00,-9,56961.20,2
18190006876,4,6,1,0,1,2,6,1,1,2,2,5,3,2,-9.00,81.00,45.68,1,5720.00,1
18190006877,7,6,1,0,2,3,1,1,1,3,3,4,3,3,-9.00,144.23,0.00,2,37375.00,2
18190006879,8,1,3,1,2,2,1,1,1,2,4,3,1,1,126.92,135.46,0.00,2,59491.40,2
18190006880,9,1,4,2,2,2,1,1,1,2,3,5,3,3,-9.00,201.92,0.00,2,59248.80,2
18190006881,9,7,1,0,3,4,2,1,2,2,3,5,3,2,-9.00,117.69,99.36,1,7800.00,1
18190006882,7,3,2,0,3,4,4,1,2,2,5,4,3,3,-9.00,104.48,98.08,1,11338.91,1
18190006892,9,7,1,0,4,6,3,1,2,1,4,5,3,2,-9.00,98.00,98.00,1,8480.00,1
18190006895,2,1,2,0,4,6,3,1,1,4,1,7,2,1,0.00,-9.00,-9.00,-9,30098.00,2
18190006899,8,3,4,2,3,4,6,1,2,3,3,6,3,2,-9.00,127.00,127.00,1,20378.80,1
18190006900,6,1,2,0,4,6,3,1,1,2,2,5,3,2,-9.00,87.00,1.00,1,29348.00,1
18190006901,7,7,1,0,4,6,3,1,2,2,1,5,3,3,-9.00,196.76,163.41,1,11820.00,1
18190006904,1,1,2,0,3,4,1,1,2,3,2,6,3,2,-9.00,103.85,0.00,2,49932.50,2
18190006910,8,1,4,2,3,4,1,1,2,5,2,5,2,1,418.65,-9.00,-9.00,-9,100000.00,2
18190006911,2,1,5,2,3,4,1,1,2,4,3,7,1,1,137.31,-9.00,-9.00,-9,40788.80,2
18190006912,2,1,4,1,2,3,5,1,2,5,2,3,2,1,0.00,-9.00,-9.00,-9,20316.40,2
18190006913,9,1,4,0,3,4,1,2,1,4,1,5,3,3,-9.00,461.54,0.00,2,48929.40,2
18190006917,9,7,1,0,4,6,3,1,2,2,5,8,3,3,-9.00,193.83,0.00,2,13208.00,2
18190006918,8,1,2,0,4,6,3,1,1,2,4,8,3,2,-9.00,83.08,0.00,2,27799.00,2
18190006919,4,1,4,2,3,4,1,1,1,5,2,5,2,1,83.08,-9.00,-9.00,-9,42608.80,2
18190006923,9,1,2,0,1,2,1,1,1,2,3,3,1,1,161.31,-9.00,-9.00,-9,63337.50,2
18190006926,7,5,6,2,3,5,1,1,2,3,2,5,2,1,150.00,-9.00,-9.00,-9,83546.25,2
18190006927,6,3,2,1,1,1,1,1,2,2,3,1,3,3,-9.00,98.08,0.00,2,27300.00,2
18190006930,4,1,5,1,3,5,1,1,1,3,2,6,3,2,-9.00,78.00,0.00,2,49176.40,2
18190006931,7,1,2,0,3,5,1,1,1,2,4,6,3,3,-9.00,184.62,0.00,2,44200.00,2
18190006933,8,6,1,0,4,6,2,1,1,1,4,6,2,1,0.00,-9.00,-9.00,-9,71597.50,2
18190006934,2,7,1,0,4,6,3,1,2,2,4,7,3,2,-9.00,102.00,102.00,1,8476.00,1
18190006938,9,6,1,0,4,6,3,1,1,2,2,6,2,1,0.00,-9.00,-9.00,-9,15301.00,2
18190006939,6,1,8,5,2,3,1,1,2,3,3,1,3,3,-9.00,167.31,159.23,1,29089.00,1
18190006940,6,7,1,0,1,1,6,1,2,2,4,1,3,2,-9.00,78.82,78.18,1,7632.96,1
18190006943,2,3,3,2,1,1,6,1,2,2,3,3,3,2,-9.00,81.73,81.73,1,11666.00,1
18190006944,10,7,1,0,4,6,3,1,2,3,2,6,1,1,0.00,-9.00,-9.00,-9,8476.00,1
18190006948,2,3,3,2,2,3,6,2,2,4,2,2,3,2,-9.00,92.31,92.31,1,8187.00,1
18190006949,2,1,2,0,3,5,1,1,1,3,3,2,2,1,0.00,-9.00,-9.00,-9,17667.00,1
18190006951,4,3,3,2,1,2,6,1,2,2,3,5,3,2,-9.00,62.31,62.31,1,11668.80,1
18190006952,10,2,3,1,3,4,1,1,1,5,1,8,2,1,303.75,-9.00,-9.00,-9,28034.50,2
18190006953,2,1,3,1,2,2,2,1,2,4,3,1,2,1,17.98,-9.00,-9.00,-9,85807.30,2
18190006955,9,1,4,0,3,5,1,1,1,5,1,5,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190006956,7,1,3,1,2,3,1,2,1,4,1,1,3,3,-9.00,496.15,0.00,2,100000.00,2
18190006959,7,7,1,0,4,6,3,1,2,1,4,6,2,1,328.53,-9.00,-9.00,-9,13208.00,2
18190006960,8,7,1,0,4,6,3,1,2,3,3,8,2,1,0.00,-9.00,-9.00,-9,17156.00,2
18190006961,7,1,2,0,3,5,1,1,2,4,2,1,2,1,0.00,-9.00,-9.00,-9,32712.50,2
18190006962,1,1,4,2,1,2,2,1,2,3,2,4,1,1,110.77,-9.00,-9.00,-9,69188.80,2
18190006964,10,1,2,0,3,5,1,2,1,2,3,7,1,1,0.00,-9.00,-9.00,-9,53125.00,2
18190006965,4,1,4,2,3,4,1,1,1,4,1,6,2,1,0.00,-9.00,-9.00,-9,69557.15,2
18190006966,4,1,4,2,3,4,2,1,2,3,3,6,1,1,115.38,-9.00,-9.00,-9,42608.80,2
18190006969,5,1,4,2,2,2,1,1,1,4,1,4,3,3,-9.00,288.46,0.00,2,41218.55,2
18190006972,10,7,1,0,2,2,6,1,2,2,2,5,3,3,-9.00,148.65,132.50,1,10140.00,1
18190006976,10,1,4,0,3,5,6,1,1,3,3,6,3,2,-9.00,100.00,100.00,1,26430.40,1
18190006977,10,1,2,0,3,4,1,1,1,3,1,5,2,1,195.00,-9.00,-9.00,-9,42500.00,2
18190006981,9,7,1,0,4,6,3,1,2,2,1,8,1,1,0.00,-9.00,-9.00,-9,22047.00,2
18190006983,2,1,2,0,4,6,3,1,1,3,2,6,2,1,0.00,-9.00,-9.00,-9,23140.00,2
18190006989,4,1,2,0,4,6,3,1,1,4,1,8,2,1,0.00,-9.00,-9.00,-9,37024.00,2
18190006991,5,1,4,2,2,3,1,1,1,2,3,6,1,1,57.69,-9.00,-9.00,-9,36061.30,2
18190006994,6,7,1,0,4,6,3,2,2,3,3,8,3,2,-9.00,102.00,101.00,1,8788.00,1
18190006995,9,1,2,0,3,5,1,1,2,4,1,6,1,1,172.72,-9.00,-9.00,-9,70845.70,2
18190006997,4,1,2,0,4,6,3,1,2,2,2,8,2,1,0.00,-9.00,-9.00,-9,23140.00,2
18190007001,9,7,1,0,3,4,1,1,2,2,3,5,2,1,250.38,-9.00,-9.00,-9,100000.00,2
18190007004,7,1,3,1,2,3,2,1,2,2,4,6,3,2,-9.00,112.62,18.46,1,11996.40,1
18190007005,7,1,5,3,3,4,1,2,1,5,1,4,2,1,699.57,-9.00,-9.00,-9,57290.00,2
18190007007,8,1,6,4,3,4,1,1,1,3,3,4,3,3,-9.00,300.00,0.00,2,35084.40,2
18190007011,7,7,1,0,4,6,3,1,2,3,3,5,2,1,0.00,-9.00,-9.00,-9,18483.00,2
18190007013,2,1,2,0,2,3,1,1,1,3,1,4,2,1,115.38,-9.00,-9.00,-9,100000.00,2
18190007019,9,1,3,1,3,4,1,1,1,3,2,5,3,3,-9.00,138.46,0.00,2,30976.40,2
18190007023,7,1,2,0,3,4,1,1,1,3,2,7,3,2,-9.00,126.00,0.00,2,37736.00,2
18190007024,6,7,1,0,4,6,3,1,2,2,4,5,3,3,-9.00,0.00,0.00,2,15631.20,1
18190007026,6,1,7,5,2,3,6,2,1,2,3,4,3,3,-9.00,103.85,103.85,1,29536.00,1
18190007028,2,5,2,0,1,2,1,1,2,3,3,5,1,1,65.00,-9.00,-9.00,-9,28600.00,2
18190007032,4,1,4,2,2,3,1,2,1,3,2,6,1,1,41.54,-9.00,-9.00,-9,50043.80,2
18190007033,5,1,2,0,4,6,3,1,1,4,1,8,1,1,0.00,-9.00,-9.00,-9,44148.00,2
18190007035,10,4,4,0,1,1,1,1,1,4,3,1,3,3,-9.00,507.69,0.00,2,77012.50,2
18190007036,10,4,2,0,2,3,1,1,1,2,3,1,3,3,-9.00,196.15,0.00,2,37960.00,2
18190007040,1,7,1,0,4,6,3,1,2,2,2,8,2,1,0.00,-9.00,-9.00,-9,13862.00,1
18190007041,10,6,1,0,3,4,1,1,1,1,3,6,3,3,-9.00,106.15,0.00,2,18200.00,2
18190007042,7,7,1,0,4,6,3,1,2,1,4,4,3,2,-9.00,84.00,53.68,1,11820.00,1
18190007048,1,6,1,0,4,6,3,2,1,1,4,4,3,2,-9.00,43.00,35.00,1,18200.00,1
18190007049,4,1,4,2,2,2,2,1,2,3,3,3,1,1,122.54,-9.00,-9.00,-9,18792.80,1
18190007053,4,3,2,1,2,3,1,2,2,3,2,6,3,3,-9.00,173.08,0.00,2,21731.40,2
18190007054,7,1,2,0,4,6,3,1,1,3,2,8,2,1,0.00,-9.00,-9.00,-9,40980.50,2
18190007055,1,1,2,0,4,6,3,1,1,3,1,4,2,1,0.00,-9.00,-9.00,-9,41766.50,2
18190007056,4,1,5,3,2,2,2,1,1,2,4,4,3,2,-9.00,75.00,59.00,1,21351.20,1
18190007061,5,3,3,2,2,2,1,1,2,2,3,5,3,2,-9.00,81.48,0.00,2,20001.92,2
18190007064,8,1,5,3,3,5,1,1,1,5,2,6,2,1,271.13,-9.00,-9.00,-9,54588.51,2
18190007068,9,1,3,0,3,5,2,1,1,4,1,7,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190007069,8,6,1,0,4,6,3,2,1,1,4,7,3,2,-9.00,107.00,107.00,1,8476.00,1
18190007070,10,6,1,0,1,1,1,1,1,1,4,2,3,3,-9.00,120.00,0.00,2,17160.00,2
18190007071,6,7,1,0,4,6,3,1,2,2,3,7,3,2,-9.00,80.00,80.00,1,10400.00,1
18190007073,7,3,2,0,3,5,6,1,2,3,2,3,3,3,-9.00,138.46,0.00,2,52582.50,2
18190007075,10,1,3,0,3,4,1,1,1,3,3,5,3,3,-9.00,155.77,0.00,2,18580.00,2
18190007078,6,1,2,0,4,6,3,1,1,3,1,8,2,1,0.00,-9.00,-9.00,-9,24860.50,1
18190007079,9,6,1,0,3,5,4,1,1,3,2,8,1,1,60.25,-9.00,-9.00,-9,8840.00,2
18190007091,2,1,3,1,2,3,2,1,2,3,3,5,3,2,-9.00,100.00,0.00,2,32536.40,2
18190007092,6,1,2,0,2,2,1,1,1,2,3,4,1,1,126.92,-9.00,-9.00,-9,40197.50,2
18190007096,6,1,2,0,1,2,1,1,1,2,5,2,3,3,-9.00,121.15,0.00,2,31200.00,2
18190007098,2,3,3,2,2,2,1,1,2,3,2,2,3,2,-9.00,103.85,0.00,2,24268.80,2
18190007100,4,1,3,1,2,2,1,1,1,1,5,1,3,3,-9.00,110.00,0.00,2,26214.00,2
18190007101,4,7,1,0,4,6,5,1,2,2,3,5,3,3,-9.00,103.85,80.54,1,8476.00,1
18190007102,9,4,9,3,3,5,1,2,1,4,2,6,1,1,0.00,-9.00,-9.00,-9,35289.00,2
18190007103,8,1,3,1,2,2,1,1,1,4,3,5,3,3,-9.00,386.54,0.00,2,59557.32,2
18190007106,10,7,1,0,4,6,3,1,2,2,3,8,1,1,0.00,-9.00,-9.00,-9,23260.00,1
18190007108,2,4,6,2,3,4,1,2,1,5,3,5,3,3,-9.00,184.62,0.00,2,24700.00,2
18190007109,7,3,2,1,2,2,6,1,2,2,4,6,3,2,-9.00,207.69,173.08,1,8187.00,1
18190007112,7,1,2,0,1,2,1,2,2,2,3,1,3,3,-9.00,190.38,0.00,2,35360.00,2
18190007115,2,7,1,0,1,2,1,1,2,3,3,4,3,3,-9.00,0.00,0.00,2,24700.00,2
18190007118,2,7,1,0,4,6,3,1,2,1,4,2,3,2,-9.00,83.65,83.65,1,14926.60,1
18190007119,8,2,3,1,3,5,1,2,1,3,4,4,3,2,-9.00,135.00,0.00,2,53307.30,2
18190007121,6,1,3,0,3,5,1,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,48784.00,2
18190007122,7,1,7,5,2,3,1,1,1,3,3,5,1,1,147.31,-9.00,-9.00,-9,48867.00,2
18190007123,5,7,1,0,3,4,1,1,2,2,2,5,3,2,-9.00,134.00,6.00,1,10660.00,1
18190007124,4,6,1,0,4,6,3,1,1,2,4,5,2,1,0.00,-9.00,-9.00,-9,8476.00,1
18190007127,7,1,2,0,4,6,3,1,1,3,1,5,2,1,14.25,-9.00,-9.00,-9,14120.00,2
18190007128,10,1,2,0,3,4,1,1,2,3,1,5,2,1,300.00,-9.00,-9.00,-9,100000.00,2
18190007129,2,1,2,0,4,6,3,1,2,3,2,8,2,1,0.00,-9.00,-9.00,-9,36405.00,2
18190007131,5,1,2,0,3,4,1,1,1,4,1,5,2,1,226.98,-9.00,-9.00,-9,49943.42,2
18190007132,8,4,2,0,3,4,1,1,1,1,4,6,1,1,230.77,-9.00,-9.00,-9,92075.00,2
18190007134,1,6,1,0,4,6,1,1,1,1,4,1,3,2,-9.00,69.00,0.00,2,29169.23,2
18190007136,6,1,2,0,4,6,2,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,37798.00,2
18190007141,5,1,3,0,3,4,6,1,2,5,1,4,2,1,346.15,-9.00,-9.00,-9,100000.00,1
18190007147,7,7,1,0,4,6,3,1,2,2,2,4,2,1,0.00,-9.00,-9.00,-9,8476.00,1
18190007149,2,6,1,0,3,5,6,1,1,1,4,5,3,2,-9.00,95.00,95.00,1,7782.00,1
18190007151,5,1,3,1,2,2,1,1,1,3,3,4,1,1,121.15,-9.00,-9.00,-9,38516.40,2
18190007157,5,1,2,0,4,6,3,1,2,2,4,5,3,2,-9.00,85.62,0.00,2,28124.00,1
18190007158,7,1,3,1,2,2,1,2,2,2,2,2,3,3,-9.00,276.92,0.00,2,19515.40,2
18190007161,8,7,1,0,2,3,1,1,2,1,5,5,3,2,-9.00,108.00,108.00,1,6612.00,1
18190007163,9,2,2,1,3,4,2,1,1,4,1,1,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190007164,2,5,5,2,1,2,2,1,2,2,3,5,3,3,-9.00,137.31,0.00,2,25560.40,1
18190007165,6,1,2,0,2,2,1,1,1,3,3,4,1,1,161.54,-9.00,-9.00,-9,73995.00,2
18190007167,9,3,3,0,3,5,3,1,2,4,1,7,2,1,0.00,-9.00,-9.00,-9,62630.00,2
18190007169,6,1,4,2,2,3,1,1,2,3,2,5,3,3,-9.00,138.46,0.00,2,53788.80,2
18190007170,1,1,5,1,3,4,1,1,1,4,2,7,1,1,137.77,-9.00,-9.00,-9,85816.40,1
18190007173,8,1,4,2,2,2,1,2,1,5,2,5,1,1,276.92,-9.00,-9.00,-9,56388.80,2
18190007175,2,1,4,1,2,3,1,1,1,3,3,5,2,1,0.00,-9.00,-9.00,-9,76016.40,2
18190007178,9,1,2,0,4,6,3,1,1,3,1,8,2,1,0.00,-9.00,-9.00,-9,20983.00,2
18190007181,1,6,1,0,2,2,6,1,1,1,4,1,3,2,-9.00,62.77,0.00,2,4784.00,2
18190007182,8,1,3,1,3,5,4,1,1,4,2,4,3,3,-9.00,484.62,484.62,1,10358.00,1
18190007184,8,3,4,0,2,2,2,2,2,3,2,5,3,2,-9.00,136.15,0.00,2,33012.77,2
18190007185,6,1,5,3,2,3,1,1,1,5,2,3,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190007188,6,1,6,1,3,4,1,1,1,5,1,6,2,1,230.77,-9.00,-9.00,-9,100000.00,2
18190007190,10,7,1,0,3,5,6,1,2,2,3,6,3,2,-9.00,89.00,89.00,1,10600.00,1
18190007197,10,3,3,1,3,4,6,1,2,3,3,5,3,2,-9.00,70.00,42.50,1,14090.40,1
18190007199,2,1,2,0,2,2,1,1,1,2,3,4,3,3,-9.00,138.46,0.00,2,52000.00,2
18190007200,2,1,4,2,3,4,1,2,1,5,1,2,2,1,341.42,-9.00,-9.00,-9,55457.96,2
18190007201,9,4,2,0,4,6,3,1,1,2,2,8,2,1,70.38,-9.00,-9.00,-9,26641.16,1
18190007203,6,1,4,1,2,3,1,1,2,3,2,6,1,1,128.08,-9.00,-9.00,-9,61571.06,2
18190007204,7,1,3,0,3,5,2,1,2,4,1,7,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190007207,9,1,3,0,3,4,2,1,2,3,2,5,3,2,-9.00,120.00,0.00,2,30264.00,2
18190007209,8,1,3,1,2,3,1,1,1,5,3,1,2,1,967.73,-9.00,-9.00,-9,100000.00,2
18190007213,6,1,4,2,2,2,1,1,2,3,3,4,1,1,128.08,-9.00,-9.00,-9,56388.80,2
18190007214,7,1,4,2,2,2,1,1,1,3,2,5,1,1,138.46,-9.00,-9.00,-9,34403.80,2
18190007215,8,1,4,0,3,4,1,1,1,4,3,8,3,3,-9.00,0.00,0.00,2,49522.80,2
18190007216,7,3,3,0,3,4,6,1,2,3,4,6,3,2,-9.00,123.46,80.77,1,40404.00,1
18190007217,9,1,2,0,3,5,2,1,1,4,1,6,2,1,0.00,-9.00,-9.00,-9,43161.50,2
18190007221,2,1,4,0,3,5,1,1,1,4,1,7,2,1,357.69,-9.00,-9.00,-9,100000.00,2
18190007222,1,1,2,0,3,4,4,1,2,3,2,7,1,1,18.92,86.31,86.31,1,5972.00,1
18190007224,5,1,2,0,4,6,3,1,1,4,1,8,2,1,0.00,-9.00,-9.00,-9,43368.00,2
18190007226,6,1,3,0,4,6,2,1,2,3,1,6,2,1,71.31,-9.00,-9.00,-9,35900.00,1
18190007227,2,7,1,0,2,3,1,2,2,2,3,6,1,1,90.00,-9.00,-9.00,-9,27450.00,2
18190007228,2,1,3,1,1,1,1,1,1,3,3,1,3,3,-9.00,103.85,0.00,2,37476.40,2
18190007234,2,6,1,0,4,6,3,1,1,1,4,5,3,2,-9.00,90.00,90.00,1,8476.00,1
18190007237,2,6,1,0,2,2,1,1,1,2,4,1,3,2,-9.00,103.53,0.00,2,18200.00,2
18190007239,9,1,4,2,2,3,1,1,1,4,1,4,2,1,338.77,-9.00,-9.00,-9,100000.00,2
18190007240,6,1,2,0,4,6,3,1,1,4,1,8,1,1,0.00,-9.00,-9.00,-9,29489.00,2
18190007241,2,3,2,1,1,1,6,1,2,2,2,5,3,2,-9.00,69.23,69.23,1,8187.00,1
18190007243,9,1,2,0,4,6,3,1,1,3,3,8,3,2,-9.00,110.95,0.00,2,26433.50,2
18190007244,1,1,4,2,2,3,1,2,1,2,4,4,3,3,-9.00,103.85,0.00,2,49140.00,2
18190007246,9,6,1,0,4,6,3,1,1,4,1,8,1,1,0.00,-9.00,-9.00,-9,34841.50,2
18190007247,10,4,5,1,3,4,1,1,1,2,2,4,3,2,-9.00,125.00,0.00,2,23509.40,2
18190007248,7,6,1,0,3,4,4,1,1,1,4,6,3,2,-9.00,76.00,76.00,1,3801.20,1
18190007249,10,6,1,0,4,6,3,2,1,1,4,7,1,1,34.62,-9.00,-9.00,-9,19017.50,2
18190007251,5,1,2,0,4,6,3,1,1,3,1,7,2,1,0.00,-9.00,-9.00,-9,18838.50,2
18190007254,2,1,5,2,3,4,1,1,1,3,2,2,3,3,-9.00,150.00,0.00,2,68168.80,2
18190007255,8,7,1,0,3,4,6,2,2,3,4,7,3,2,-9.00,37.00,1.24,1,5546.00,1
18190007257,8,3,2,0,3,5,6,1,2,2,4,6,3,2,-9.00,120.00,100.00,1,12395.00,1
18190007264,4,1,5,3,2,3,6,2,2,3,3,4,3,2,-9.00,108.00,53.00,1,24861.20,1
18190007265,4,1,2,0,3,5,1,1,1,3,2,7,3,2,-9.00,79.38,0.00,2,26075.00,2
18190007266,2,7,1,0,3,5,6,1,2,3,2,6,1,1,0.00,-9.00,-9.00,-9,3801.00,1
18190007267,2,1,2,0,4,6,3,1,1,2,1,1,2,1,0.00,-9.00,-9.00,-9,23140.00,2
18190007268,7,1,6,3,2,3,6,1,2,2,2,6,3,2,-9.00,87.00,0.00,2,35625.20,2
18190007277,8,1,4,0,3,5,6,2,1,3,3,1,3,3,-9.00,276.92,0.00,2,15709.00,1
18190007278,7,1,3,0,3,5,6,1,1,4,2,5,3,3,-9.00,230.77,0.00,2,30535.00,2
18190007280,5,1,4,2,3,4,1,1,1,4,1,5,2,1,138.46,-9.00,-9.00,-9,100000.00,2
18190007281,4,7,1,0,2,3,1,1,2,2,4,5,1,1,42.69,-9.00,-9.00,-9,50312.50,2
18190007282,10,1,3,1,3,5,1,1,2,4,3,5,2,1,0.00,-9.00,-9.00,-9,99917.21,2
18190007285,2,7,1,0,4,6,3,1,2,1,4,4,3,2,-9.00,120.19,0.00,2,14885.00,1
18190007286,10,6,1,0,1,1,1,1,1,2,4,1,3,3,-9.00,167.31,0.00,2,24700.00,2
18190007288,8,1,2,0,2,2,1,1,2,2,4,1,2,1,346.15,-9.00,-9.00,-9,83037.50,2
18190007291,7,1,4,2,2,3,2,1,2,4,2,6,2,1,225.94,-9.00,-9.00,-9,63385.97,2
18190007294,10,1,5,0,3,4,1,1,2,3,2,5,3,2,-9.00,83.00,0.00,2,56280.00,2
18190007295,2,1,2,0,4,6,3,1,2,2,4,4,1,1,0.00,-9.00,-9.00,-9,49092.50,2
18190007296,1,6,1,0,4,6,3,2,1,1,3,5,3,2,-9.00,71.00,66.00,1,13516.00,1
18190007298,10,1,4,2,2,2,4,1,1,2,5,1,3,3,-9.00,135.00,126.92,1,16672.80,1
18190007300,8,4,2,0,1,1,1,2,1,2,4,1,3,3,-9.00,276.92,0.00,2,38100.00,2
18190007304,9,7,1,0,4,6,3,1,2,2,1,5,2,1,0.00,-9.00,-9.00,-9,18088.50,2
18190007305,7,5,2,0,3,4,1,1,2,3,3,6,2,1,0.00,-9.00,-9.00,-9,36624.92,2
18190007306,10,1,5,3,2,3,2,1,2,3,2,4,3,3,-9.00,138.46,0.00,2,24341.20,2
